MASV1,F_MAKH,F_TENLOP,F_KHOI,F_MANG,F_TENNGVN
70819949,HC,HC06KSTN,DHHCHTN06,HTN,Kỹ thuật Hóa học(TN)
76912139,HC,HC06BK01,DHHCHOA06,HOA,CN Hóa học &ThựcPhẩm
40481928,HC,HC06CHC,DHHCHHC06,HHC,Kỹ thuật Hóa Hữu cơ
58842252,HC,HC06CHC,DHHCHHC06,HHC,Kỹ thuật Hóa Hữu cơ
89318499,HC,HC06KSTN,DHHCHTN06,HTN,Kỹ thuật Hóa học(TN)
63128600,HC,HC06KSTN,DHHCHTN06,HTN,Kỹ thuật Hóa học(TN)
4331724,HC,HC06KSTN,DHHCHTN06,HTN,Kỹ thuật Hóa học(TN)
400990,HC,HC06CHC,DHHCHHC06,HHC,Kỹ thuật Hóa Hữu cơ
83898189,HC,HC06CHC,DHHCHHC06,HHC,Kỹ thuật Hóa Hữu cơ
81136214,HC,HC06KSTN,DHHCHTN06,HTN,Kỹ thuật Hóa học(TN)
1281811,HC,HC06CHC,DHHCHHC06,HHC,Kỹ thuật Hóa Hữu cơ
16643786,HC,HC06KSTN,DHHCHTN06,HTN,Kỹ thuật Hóa học(TN)
95943382,HC,HC06DK,DHHCHDK06,HDK,Kỹ thuật cb dầu khí
70707033,HC,HC06DK,DHHCHDK06,HDK,Kỹ thuật cb dầu khí
39905647,HC,HC06DK,DHHCHDK06,HDK,Kỹ thuật cb dầu khí
15984277,HC,HC06KSTN,DHHCHTN06,HTN,Kỹ thuật Hóa học(TN)
60889630,HC,HC06DK,DHHCHDK06,HDK,Kỹ thuật cb dầu khí
24322044,HC,HC06DK,DHHCHDK06,HDK,Kỹ thuật cb dầu khí
15171392,HC,HC06KSTN,DHHCHTN06,HTN,Kỹ thuật Hóa học(TN)
2158993,HC,HC06KSTN,DHHCHTN06,HTN,Kỹ thuật Hóa học(TN)
2674242,HC,HC06DK,DHHCHDK06,HDK,Kỹ thuật cb dầu khí
6619610,HC,HC06KSTN,DHHCHTN06,HTN,Kỹ thuật Hóa học(TN)
54357967,HC,HC06KSTN,DHHCHTN06,HTN,Kỹ thuật Hóa học(TN)
96425515,HC,HC06DK,DHHCHDK06,HDK,Kỹ thuật cb dầu khí
56850714,HC,HC06DK,DHHCHDK06,HDK,Kỹ thuật cb dầu khí
18439718,HC,HC06DK,DHHCHDK06,HDK,Kỹ thuật cb dầu khí
36404608,HC,HC06DK,DHHCHDK06,HDK,Kỹ thuật cb dầu khí
30730709,HC,HC06DK,DHHCHDK06,HDK,Kỹ thuật cb dầu khí
20405359,HC,HC06DK,DHHCHDK06,HDK,Kỹ thuật cb dầu khí
70291193,HC,HC06DK,DHHCHDK06,HDK,Kỹ thuật cb dầu khí
69373323,HC,HC06DK,DHHCHDK06,HDK,Kỹ thuật cb dầu khí
27766378,HC,HC06KSTN,DHHCHTN06,HTN,Kỹ thuật Hóa học(TN)
61322113,HC,HC06DK,DHHCHDK06,HDK,Kỹ thuật cb dầu khí
4399011,HC,HC06KSTN,DHHCHTN06,HTN,Kỹ thuật Hóa học(TN)
45404604,HC,HC06KSTN,DHHCHTN06,HTN,Kỹ thuật Hóa học(TN)
57719199,HC,HC06DK,DHHCHDK06,HDK,Kỹ thuật cb dầu khí
89020226,HC,HC06DK,DHHCHDK06,HDK,Kỹ thuật cb dầu khí
30384899,HC,HC06KSTN,DHHCHTN06,HTN,Kỹ thuật Hóa học(TN)
51805627,HC,HC06DK,DHHCHDK06,HDK,Kỹ thuật cb dầu khí
52991686,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
33371644,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
95303997,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
11634197,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
1541684,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
2621049,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
88196527,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
47648239,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
86244859,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
57463362,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
90711537,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
27099154,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
921771,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
14646145,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
85314172,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
71122665,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
63961011,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
18043594,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
87785129,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
95299920,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
72505850,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
98985170,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
78705614,HC,HC06BK02,DHHCHOA06,HOA,CN Hóa học &ThựcPhẩm
17171288,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
15700483,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
28551672,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
6517744,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
12501845,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
36104445,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
29604030,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
28069686,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
78267913,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
41832824,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
24294104,HC,HC06HLY,DHHCHLY06,HLY,Kỹ thuật Hóa Lý
10908089,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
33779174,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
51467591,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
14487565,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
2685064,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
31284035,HC,HC06KSTN,DHHCHTN06,HTN,Kỹ thuật Hóa học(TN)
43164553,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
486943,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
58727519,HC,HC06KSTN,DHHCHTN06,HTN,Kỹ thuật Hóa học(TN)
73899593,HC,HC06KSTN,DHHCHTN06,HTN,Kỹ thuật Hóa học(TN)
74739796,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
37819166,HC,HC06KSTN,DHHCHTN06,HTN,Kỹ thuật Hóa học(TN)
12309806,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
45172526,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
41287505,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
63738151,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
89174123,HC,HC06KSTN,DHHCHTN06,HTN,Kỹ thuật Hóa học(TN)
74835977,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
51975711,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
96364815,HC,HC06KSTN,DHHCHTN06,HTN,Kỹ thuật Hóa học(TN)
49928966,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
66667895,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
20836636,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
23587178,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
58554699,HC,HC06LT01,DHHCHOA06,HOA,CN Hóa học &ThựcPhẩm
42251386,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
6670145,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
19435719,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
65900274,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
12982338,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
57594183,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
74391374,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
4233033,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
77052632,HC,HC06MB,DHHCMTB06,MTB,QT-Thiết Bị & ĐKhiển
84857310,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
7782127,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
71522410,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
774665,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
15005822,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
13722555,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
73183377,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
66124048,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
24600217,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
63103621,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
40879014,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
27470653,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
88889780,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
60498970,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
75004328,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
99353712,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
70595494,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
80172788,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
20477907,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
85599770,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
48787021,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
66933707,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
22388536,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
57587547,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
6063593,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
72789375,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
3390081,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
24971870,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
73087984,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
51597026,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
69172161,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
57138670,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
63921833,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
66001981,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
44344345,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
47827599,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
70672246,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
21685563,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
65388831,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
85188284,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
33224455,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
16938053,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
74235183,HC,HC06TP1,DHHCHTP06,HTP,Công nghệ Thực phẩm
57785838,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
98567486,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
96654471,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
73033756,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
37344429,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
31209324,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
20188605,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
67325748,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
88763884,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
41242667,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
94581210,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
33077699,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
53698010,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
63354209,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
13267222,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
84545470,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
51691479,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
49643743,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
98607113,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
39262532,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
81975390,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
97661914,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
61561987,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
8996598,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
9748560,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
37400874,HC,HC06LT03,DHHCHOA06,HOA,CN Hóa học &ThựcPhẩm
63186029,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
57055421,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
36685139,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
83515953,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
49038074,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
59139730,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
31177860,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
8798516,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
53299373,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
5708026,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
54040911,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
53985318,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
48382441,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
51043860,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
73857899,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
87565912,HC,HC06TP2,DHHCHTP06,HTP,Công nghệ Thực phẩm
46949623,HC,HC06VS,DHHCHVC06,HVC,Kỹ thuật Hóa Vô cơ
68890494,HC,HC06VS,DHHCHVC06,HVC,Kỹ thuật Hóa Vô cơ
99563861,HC,HC06VS,DHHCHVC06,HVC,Kỹ thuật Hóa Vô cơ
26314762,HC,HC06VS,DHHCHVC06,HVC,Kỹ thuật Hóa Vô cơ
82030339,HC,HC06VS,DHHCHVC06,HVC,Kỹ thuật Hóa Vô cơ
42124570,HC,HC06VS,DHHCHVC06,HVC,Kỹ thuật Hóa Vô cơ
61566313,HC,HC06VS,DHHCHVC06,HVC,Kỹ thuật Hóa Vô cơ
90719536,HC,HC06VS,DHHCHVC06,HVC,Kỹ thuật Hóa Vô cơ
9820466,HC,HC06VS,DHHCHVC06,HVC,Kỹ thuật Hóa Vô cơ
17965643,HC,HC06VS,DHHCHVC06,HVC,Kỹ thuật Hóa Vô cơ
79716969,HC,HC06VS,DHHCHVC06,HVC,Kỹ thuật Hóa Vô cơ
81198931,HC,HC06VS,DHHCHVC06,HVC,Kỹ thuật Hóa Vô cơ
22315541,HC,HC06VS,DHHCHVC06,HVC,Kỹ thuật Hóa Vô cơ
58762103,HC,HC06VS,DHHCHVC06,HVC,Kỹ thuật Hóa Vô cơ
63797746,HC,HC06VS,DHHCHVC06,HVC,Kỹ thuật Hóa Vô cơ
95580254,HC,HC06VS,DHHCHVC06,HVC,Kỹ thuật Hóa Vô cơ
56470189,HC,HC06VS,DHHCHVC06,HVC,Kỹ thuật Hóa Vô cơ
9642907,HC,HC06VS,DHHCHVC06,HVC,Kỹ thuật Hóa Vô cơ
36987102,HC,HC06VS,DHHCHVC06,HVC,Kỹ thuật Hóa Vô cơ
95433239,HC,HC06VS,DHHCHVC06,HVC,Kỹ thuật Hóa Vô cơ
63522565,HC,HC06BK03,DHHCHOA06,HOA,CN Hóa học &ThựcPhẩm
35022409,HC,HC06VS,DHHCHVC06,HVC,Kỹ thuật Hóa Vô cơ
19174649,HC,HC06VS,DHHCHVC06,HVC,Kỹ thuật Hóa Vô cơ
74214836,HC,HC06VS,DHHCHVC06,HVC,Kỹ thuật Hóa Vô cơ
43489417,HC,HC06VS,DHHCHVC06,HVC,Kỹ thuật Hóa Vô cơ
26777027,HC,HC06VS,DHHCHVC06,HVC,Kỹ thuật Hóa Vô cơ
93929073,HC,HC06DK,DHHCHDK06,HDK,Kỹ thuật cb dầu khí
79763750,HC,HC06VS,DHHCHVC06,HVC,Kỹ thuật Hóa Vô cơ
83027922,HC,HC06VS,DHHCHVC06,HVC,Kỹ thuật Hóa Vô cơ
10811195,HC,HC06LT04,DHHCHOA06,HOA,CN Hóa học &ThựcPhẩm
65646448,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
92569904,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
72461142,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
68402868,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
28803772,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
91161985,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
51843175,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
74029033,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
52353322,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
15702724,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
90237616,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
43265812,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
65015403,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
15274767,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
44879861,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
63893306,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
41983284,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
54660305,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
38152356,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
13238451,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
21833133,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
91239408,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
56925792,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
93857074,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
28141715,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
67225263,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
72812737,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
57988759,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
38271604,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
97342277,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
90558238,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
99789474,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
62513900,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
43103723,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
27849294,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
24013304,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
67770492,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
49198551,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
44843532,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
65379762,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
69520325,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
49677336,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
11826965,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
38234545,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
68584447,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
33456308,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
77950974,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
41921756,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
82927986,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
5317450,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
56941499,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
81420911,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
30353008,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
28817589,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
54377373,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
71932524,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
76037116,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
98117307,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
72006320,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
42924897,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
81140558,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
67411080,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
80083551,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
92225807,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
11451723,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
62352914,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
75474447,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
44344369,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
12225707,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
44199764,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
76346075,UD,KU06BCKT,DHUDCKT06,CKT,Cơ kỹ thuật
13163754,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
63497679,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
78124105,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
7228719,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
56105767,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
22847743,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
82681952,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
46414746,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
84557189,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
11719089,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
75494412,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
92811212,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
47290792,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
85967185,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
13261261,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
98503583,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
86981752,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
57270086,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
77571951,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
94512885,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
45564701,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
50580762,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
13052747,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
6231191,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
43229112,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
13544594,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
6185125,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
82405491,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
25855257,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
78411586,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
68319869,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
21260595,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
16555103,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
82649994,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
21419823,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
12781916,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
36773040,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
53744539,UD,KU06BVLY,DHUDVLY06,VLY,Vật lý kỹ thuật
